Type;Time [ms];CPU usage [%];GC activity [%];Size [B];Used [B];Total loaded;Shared loaded;Live;Daemon
Cached Threads;21:25:12.315, 30 de jun. de 2023;0,2;0,0;951.582.720;579.599.832;4.207;0;680;677
Cached Threads;21:25:13.315, 30 de jun. de 2023;0,2;0,0;951.582.720;581.848.816;4.207;0;680;677
Cached Threads;21:25:14.315, 30 de jun. de 2023;0,2;0,0;951.582.720;584.097.800;4.207;0;680;677
Cached Threads;21:25:15.315, 30 de jun. de 2023;0,2;0,0;951.582.720;586.346.792;4.207;0;680;677
Cached Threads;21:25:16.316, 30 de jun. de 2023;0,2;0,0;951.582.720;588.595.784;4.207;0;680;677
Cached Threads;21:25:17.316, 30 de jun. de 2023;0,3;0,0;951.582.720;590.844.744;4.207;0;680;677
Cached Threads;21:25:18.316, 30 de jun. de 2023;0,2;0,0;951.582.720;593.093.712;4.207;0;680;677
Cached Threads;21:25:19.316, 30 de jun. de 2023;0,1;0,0;951.582.720;593.093.712;4.207;0;680;677
Cached Threads;21:25:20.316, 30 de jun. de 2023;0,3;0,0;951.582.720;595.343.696;4.207;0;680;677
Cached Threads;21:25:21.316, 30 de jun. de 2023;0,3;0,0;951.582.720;597.592.744;4.207;0;680;677
Cached Threads;21:25:22.317, 30 de jun. de 2023;0,1;0,0;951.582.720;599.841.728;4.207;0;680;677
Cached Threads;21:25:23.317, 30 de jun. de 2023;0,2;0,0;951.582.720;602.090.712;4.207;0;680;677
Cached Threads;21:25:24.317, 30 de jun. de 2023;0,3;0,0;951.582.720;604.339.704;4.207;0;680;677
Cached Threads;21:25:25.317, 30 de jun. de 2023;0,2;0,0;951.582.720;606.588.688;4.207;0;680;677
Cached Threads;21:25:26.317, 30 de jun. de 2023;0,2;0,0;951.582.720;608.837.664;4.207;0;680;677
Cached Threads;21:25:27.317, 30 de jun. de 2023;0,2;0,0;951.582.720;611.086.656;4.207;0;680;677
Cached Threads;21:25:28.317, 30 de jun. de 2023;0,2;0,0;951.582.720;613.346.880;4.207;0;680;677
Cached Threads;21:25:29.317, 30 de jun. de 2023;0,5;0,0;951.582.720;614.984.272;4.207;0;566;563
Cached Threads;21:25:30.318, 30 de jun. de 2023;0,2;0,0;951.582.720;617.233.264;4.207;0;566;563
Cached Threads;21:25:31.318, 30 de jun. de 2023;0,2;0,0;951.582.720;619.482.224;4.207;0;566;563
Cached Threads;21:25:32.318, 30 de jun. de 2023;0,2;0,0;951.582.720;621.732.592;4.207;0;566;563
Cached Threads;21:25:33.318, 30 de jun. de 2023;0,1;0,0;951.582.720;621.732.592;4.207;0;566;563
Cached Threads;21:25:34.318, 30 de jun. de 2023;0,2;0,0;951.582.720;623.981.560;4.207;0;566;563
Cached Threads;21:25:35.318, 30 de jun. de 2023;0,3;0,0;951.582.720;626.230.544;4.207;0;566;563
Cached Threads;21:25:36.318, 30 de jun. de 2023;0,1;0,0;951.582.720;628.479.528;4.207;0;566;563
Cached Threads;21:25:37.318, 30 de jun. de 2023;0,3;0,0;951.582.720;628.493.608;4.207;0;552;549
Cached Threads;21:25:38.319, 30 de jun. de 2023;0,1;0,0;951.582.720;630.742.624;4.207;0;532;529
Cached Threads;21:25:39.319, 30 de jun. de 2023;0,9;0,0;951.582.720;630.827.104;4.207;0;19;16
Cached Threads;21:25:40.319, 30 de jun. de 2023;0,0;0,0;951.582.720;630.827.104;4.207;0;19;16
Cached Threads;21:25:41.319, 30 de jun. de 2023;0,2;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:42.320, 30 de jun. de 2023;0,0;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:43.320, 30 de jun. de 2023;0,0;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:44.320, 30 de jun. de 2023;0,1;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:45.320, 30 de jun. de 2023;0,1;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:46.321, 30 de jun. de 2023;0,1;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:47.321, 30 de jun. de 2023;0,1;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:48.321, 30 de jun. de 2023;0,0;0,0;951.582.720;633.076.088;4.207;0;19;16
Cached Threads;21:25:49.321, 30 de jun. de 2023;37,2;0,0;951.582.720;702.399.920;4.207;0;712;709
Cached Threads;21:25:50.321, 30 de jun. de 2023;47,8;0,0;951.582.720;719.844.336;4.207;0;712;709
Cached Threads;21:25:51.321, 30 de jun. de 2023;46,5;0,0;951.582.720;735.247.824;4.207;0;712;709
Cached Threads;21:25:52.321, 30 de jun. de 2023;50,0;0,2;905.969.664;303.865.744;4.207;0;712;709
Cached Threads;21:25:53.321, 30 de jun. de 2023;46,7;0,0;905.969.664;322.097.448;4.207;0;712;709
Cached Threads;21:25:54.322, 30 de jun. de 2023;48,0;0,0;905.969.664;338.726.656;4.207;0;712;709
Cached Threads;21:25:55.322, 30 de jun. de 2023;46,8;0,0;905.969.664;356.596.552;4.207;0;712;709
Cached Threads;21:25:56.322, 30 de jun. de 2023;47,9;0,0;905.969.664;374.849.648;4.207;0;712;709
Cached Threads;21:25:57.322, 30 de jun. de 2023;47,1;0,0;905.969.664;393.515.168;4.207;0;712;709
Cached Threads;21:25:58.322, 30 de jun. de 2023;47,7;0,0;905.969.664;412.014.232;4.207;0;712;709
Cached Threads;21:25:59.323, 30 de jun. de 2023;13,7;0,0;905.969.664;419.869.704;4.207;0;712;709
Cached Threads;21:26:00.323, 30 de jun. de 2023;0,2;0,0;905.969.664;422.151.800;4.207;0;712;709
Cached Threads;21:26:01.323, 30 de jun. de 2023;0,1;0,0;905.969.664;424.433.896;4.207;0;712;709
Cached Threads;21:26:02.323, 30 de jun. de 2023;0,3;0,0;905.969.664;426.715.976;4.207;0;712;709
Cached Threads;21:26:03.323, 30 de jun. de 2023;0,2;0,0;905.969.664;426.715.976;4.207;0;712;709
Cached Threads;21:26:04.323, 30 de jun. de 2023;0,2;0,0;905.969.664;429.020.576;4.207;0;712;709
Cached Threads;21:26:05.323, 30 de jun. de 2023;0,3;0,0;905.969.664;431.302.656;4.207;0;712;709
Cached Threads;21:26:06.324, 30 de jun. de 2023;0,2;0,0;905.969.664;433.584.776;4.207;0;712;709
Cached Threads;21:26:07.324, 30 de jun. de 2023;0,1;0,0;905.969.664;437.142.920;4.207;0;712;709
Cached Threads;21:26:08.324, 30 de jun. de 2023;0,2;0,0;905.969.664;439.425.016;4.207;0;712;709
Cached Threads;21:26:09.324, 30 de jun. de 2023;0,4;0,0;905.969.664;441.707.112;4.207;0;712;709
Cached Threads;21:26:10.324, 30 de jun. de 2023;0,2;0,0;905.969.664;444.223.368;4.207;0;712;709
Cached Threads;21:26:11.324, 30 de jun. de 2023;0,3;0,0;905.969.664;446.505.464;4.207;0;712;709
Cached Threads;21:26:12.324, 30 de jun. de 2023;0,2;0,0;905.969.664;448.787.552;4.207;0;712;709
Cached Threads;21:26:13.325, 30 de jun. de 2023;0,2;0,0;905.969.664;451.069.656;4.207;0;712;709
Cached Threads;21:26:14.325, 30 de jun. de 2023;0,2;0,0;905.969.664;453.351.752;4.207;0;712;709
Cached Threads;21:26:15.325, 30 de jun. de 2023;0,2;0,0;905.969.664;455.635.232;4.207;0;712;709
Cached Threads;21:26:16.325, 30 de jun. de 2023;0,2;0,0;905.969.664;455.635.232;4.207;0;712;709
Cached Threads;21:26:17.325, 30 de jun. de 2023;0,3;0,0;905.969.664;457.928.568;4.207;0;712;709
Cached Threads;21:26:18.325, 30 de jun. de 2023;0,2;0,0;905.969.664;460.233.168;4.207;0;712;709
Cached Threads;21:26:19.325, 30 de jun. de 2023;0,2;0,0;905.969.664;462.515.248;4.207;0;712;709
Cached Threads;21:26:20.325, 30 de jun. de 2023;0,2;0,0;905.969.664;464.797.384;4.207;0;712;709
Cached Threads;21:26:21.326, 30 de jun. de 2023;0,2;0,0;905.969.664;468.356.560;4.207;0;712;709
Cached Threads;21:26:22.326, 30 de jun. de 2023;0,2;0,0;905.969.664;470.638.656;4.207;0;712;709
Cached Threads;21:26:23.326, 30 de jun. de 2023;0,2;0,0;905.969.664;472.920.728;4.207;0;712;709
Cached Threads;21:26:24.326, 30 de jun. de 2023;0,2;0,0;905.969.664;475.202.824;4.207;0;712;709
Cached Threads;21:26:25.326, 30 de jun. de 2023;0,3;0,0;905.969.664;477.484.920;4.207;0;712;709
Cached Threads;21:26:26.326, 30 de jun. de 2023;0,2;0,0;905.969.664;479.767.016;4.207;0;712;709
Cached Threads;21:26:27.326, 30 de jun. de 2023;0,2;0,0;905.969.664;479.767.016;4.207;0;712;709
Cached Threads;21:26:28.327, 30 de jun. de 2023;0,3;0,0;905.969.664;482.049.112;4.207;0;712;709
Cached Threads;21:26:29.327, 30 de jun. de 2023;0,1;0,0;905.969.664;484.331.192;4.207;0;712;709
Cached Threads;21:26:30.327, 30 de jun. de 2023;0,3;0,0;905.969.664;486.658.320;4.207;0;712;709
Cached Threads;21:26:31.327, 30 de jun. de 2023;0,2;0,0;905.969.664;488.940.904;4.207;0;712;709
Cached Threads;21:26:32.327, 30 de jun. de 2023;0,2;0,0;905.969.664;491.223.064;4.207;0;712;709
Cached Threads;21:26:33.327, 30 de jun. de 2023;0,2;0,0;905.969.664;493.505.160;4.207;0;712;709
Cached Threads;21:26:34.327, 30 de jun. de 2023;0,3;0,0;905.969.664;495.787.248;4.207;0;712;709
Cached Threads;21:26:35.328, 30 de jun. de 2023;0,2;0,0;905.969.664;498.069.344;4.207;0;712;709
Cached Threads;21:26:36.328, 30 de jun. de 2023;0,2;0,0;905.969.664;501.628.504;4.207;0;712;709
Cached Threads;21:26:37.328, 30 de jun. de 2023;0,2;0,0;905.969.664;503.910.576;4.207;0;712;709
Cached Threads;21:26:38.328, 30 de jun. de 2023;0,2;0,0;905.969.664;503.910.576;4.207;0;712;709
Cached Threads;21:26:39.328, 30 de jun. de 2023;0,2;0,0;905.969.664;506.192.672;4.207;0;712;709
Cached Threads;21:26:40.328, 30 de jun. de 2023;0,5;0,0;905.969.664;508.474.776;4.207;0;712;709
Cached Threads;21:26:41.328, 30 de jun. de 2023;0,3;0,0;905.969.664;510.759.664;4.207;0;712;709
Cached Threads;21:26:42.328, 30 de jun. de 2023;0,2;0,0;905.969.664;513.041.744;4.207;0;712;709
Cached Threads;21:26:43.329, 30 de jun. de 2023;0,3;0,0;905.969.664;515.346.344;4.207;0;712;709
Cached Threads;21:26:44.329, 30 de jun. de 2023;0,3;0,0;905.969.664;517.628.504;4.207;0;712;709
Cached Threads;21:26:45.329, 30 de jun. de 2023;0,2;0,0;905.969.664;519.910.664;4.207;0;712;709
Cached Threads;21:26:46.329, 30 de jun. de 2023;0,3;0,0;905.969.664;522.192.752;4.207;0;712;709
Cached Threads;21:26:47.329, 30 de jun. de 2023;0,3;0,0;905.969.664;524.474.848;4.207;0;712;709
Cached Threads;21:26:48.329, 30 de jun. de 2023;0,2;0,0;905.969.664;526.756.944;4.207;0;712;709
Cached Threads;21:26:49.329, 30 de jun. de 2023;0,3;0,0;905.969.664;529.496.720;4.207;0;649;646
Cached Threads;21:26:50.329, 30 de jun. de 2023;0,5;0,0;905.969.664;529.496.720;4.207;0;649;646
Cached Threads;21:26:51.330, 30 de jun. de 2023;0,1;0,0;905.969.664;533.054.880;4.207;0;649;646
Cached Threads;21:26:52.330, 30 de jun. de 2023;0,4;0,0;905.969.664;535.336.960;4.207;0;566;563
Cached Threads;21:26:53.330, 30 de jun. de 2023;0,2;0,0;905.969.664;537.619.056;4.207;0;566;563
Cached Threads;21:26:54.330, 30 de jun. de 2023;0,3;0,0;905.969.664;539.901.152;4.207;0;566;563
Cached Threads;21:26:55.330, 30 de jun. de 2023;0,3;0,0;905.969.664;539.901.152;4.207;0;566;563
Cached Threads;21:26:56.330, 30 de jun. de 2023;0,2;0,0;905.969.664;542.183.232;4.207;0;566;563
Cached Threads;21:26:57.330, 30 de jun. de 2023;0,2;0,0;905.969.664;544.465.336;4.207;0;563;560
Cached Threads;21:26:58.331, 30 de jun. de 2023;0,2;0,0;905.969.664;546.747.432;4.207;0;563;560
Cached Threads;21:26:59.331, 30 de jun. de 2023;1,0;0,0;905.969.664;546.770.480;4.207;0;19;16
Cached Threads;21:27:00.331, 30 de jun. de 2023;0,1;0,0;905.969.664;546.770.480;4.207;0;19;16
Cached Threads;21:27:01.331, 30 de jun. de 2023;0,0;0,0;905.969.664;546.770.480;4.207;0;19;16
Cached Threads;21:27:02.331, 30 de jun. de 2023;0,1;0,0;905.969.664;546.770.480;4.207;0;19;16
Cached Threads;21:27:03.332, 30 de jun. de 2023;0,0;0,0;905.969.664;546.770.480;4.207;0;19;16
Cached Threads;21:27:04.332, 30 de jun. de 2023;0,2;0,0;905.969.664;549.286.816;4.207;0;19;16
Cached Threads;21:27:05.332, 30 de jun. de 2023;0,0;0,0;905.969.664;549.286.816;4.207;0;19;16
Cached Threads;21:27:06.332, 30 de jun. de 2023;0,1;0,0;905.969.664;549.286.816;4.207;0;19;16
Cached Threads;21:27:07.333, 30 de jun. de 2023;0,0;0,0;905.969.664;549.286.816;4.207;0;19;16
Cached Threads;21:27:08.333, 30 de jun. de 2023;0,1;0,0;905.969.664;549.286.816;4.207;0;19;16
Cached Threads;21:27:09.332, 30 de jun. de 2023;30,8;0,0;905.969.664;610.938.248;4.207;0;699;696
Cached Threads;21:27:10.332, 30 de jun. de 2023;47,8;0,0;905.969.664;628.761.968;4.207;0;699;696
Cached Threads;21:27:11.333, 30 de jun. de 2023;47,3;0,0;905.969.664;647.802.248;4.207;0;699;696
Cached Threads;21:27:12.333, 30 de jun. de 2023;47,4;0,0;905.969.664;662.473.072;4.207;0;699;696
Cached Threads;21:27:13.333, 30 de jun. de 2023;47,2;0,0;905.969.664;680.613.904;4.207;0;699;696
Cached Threads;21:27:14.333, 30 de jun. de 2023;47,7;0,0;905.969.664;698.498.072;4.207;0;699;696
Cached Threads;21:27:15.333, 30 de jun. de 2023;47,1;0,0;905.969.664;717.708.648;4.207;0;699;696
Cached Threads;21:27:16.333, 30 de jun. de 2023;47,7;0,0;905.969.664;735.360.792;4.207;0;699;696
Cached Threads;21:27:17.333, 30 de jun. de 2023;46,9;0,0;905.969.664;751.236.208;4.207;0;699;696
Cached Threads;21:27:18.333, 30 de jun. de 2023;49,1;0,2;907.542.528;298.342.432;4.207;0;699;696
Cached Threads;21:27:19.334, 30 de jun. de 2023;21,1;0,0;907.542.528;307.528.808;4.207;0;699;696
Cached Threads;21:27:20.334, 30 de jun. de 2023;0,2;0,0;907.542.528;309.989.152;4.207;0;699;696
Cached Threads;21:27:21.334, 30 de jun. de 2023;0,2;0,0;907.542.528;312.449.448;4.207;0;699;696
Cached Threads;21:27:22.334, 30 de jun. de 2023;0,2;0,0;907.542.528;314.909.744;4.207;0;699;696
Cached Threads;21:27:23.334, 30 de jun. de 2023;0,2;0,0;907.542.528;317.415.072;4.207;0;699;696
Cached Threads;21:27:24.334, 30 de jun. de 2023;0,3;0,0;907.542.528;319.875.432;4.207;0;699;696
Cached Threads;21:27:25.334, 30 de jun. de 2023;0,3;0,0;907.542.528;319.875.432;4.207;0;699;696
Cached Threads;21:27:26.335, 30 de jun. de 2023;0,2;0,0;907.542.528;322.335.728;4.207;0;699;696
Cached Threads;21:27:27.335, 30 de jun. de 2023;0,3;0,0;907.542.528;324.796.016;4.207;0;699;696
Cached Threads;21:27:28.335, 30 de jun. de 2023;0,2;0,0;907.542.528;328.104.984;4.207;0;699;696
Cached Threads;21:27:29.335, 30 de jun. de 2023;0,3;0,0;907.542.528;330.576.520;4.207;0;699;696
Cached Threads;21:27:30.335, 30 de jun. de 2023;0,2;0,0;907.542.528;333.036.824;4.207;0;699;696
Cached Threads;21:27:31.335, 30 de jun. de 2023;0,2;0,0;907.542.528;333.036.824;4.207;0;699;696
Cached Threads;21:27:32.335, 30 de jun. de 2023;0,3;0,0;907.542.528;335.497.120;4.207;0;699;696
Cached Threads;21:27:33.336, 30 de jun. de 2023;0,3;0,0;907.542.528;337.957.416;4.207;0;699;696
Cached Threads;21:27:34.336, 30 de jun. de 2023;0,2;0,0;907.542.528;340.417.712;4.207;0;699;696
Cached Threads;21:27:35.336, 30 de jun. de 2023;0,3;0,0;907.542.528;342.877.992;4.207;0;699;696
Cached Threads;21:27:36.336, 30 de jun. de 2023;0,2;0,0;907.542.528;345.338.272;4.207;0;699;696
Cached Threads;21:27:37.336, 30 de jun. de 2023;0,3;0,0;907.542.528;345.338.272;4.207;0;699;696
Cached Threads;21:27:38.336, 30 de jun. de 2023;0,3;0,0;907.542.528;348.647.736;4.207;0;699;696
Cached Threads;21:27:39.336, 30 de jun. de 2023;0,2;0,0;907.542.528;351.108.032;4.207;0;699;696
Cached Threads;21:27:40.337, 30 de jun. de 2023;0,3;0,0;907.542.528;353.568.328;4.207;0;699;696
Cached Threads;21:27:41.337, 30 de jun. de 2023;0,2;0,0;907.542.528;356.028.608;4.207;0;699;696
Cached Threads;21:27:42.337, 30 de jun. de 2023;0,3;0,0;907.542.528;358.488.888;4.207;0;699;696
Cached Threads;21:27:43.337, 30 de jun. de 2023;0,2;0,0;907.542.528;360.949.224;4.207;0;699;696
Cached Threads;21:27:44.337, 30 de jun. de 2023;0,3;0,0;907.542.528;360.949.224;4.207;0;699;696
Cached Threads;21:27:45.337, 30 de jun. de 2023;0,3;0,0;907.542.528;363.409.528;4.207;0;699;696
Cached Threads;21:27:46.337, 30 de jun. de 2023;0,2;0,0;907.542.528;365.869.808;4.207;0;699;696
Cached Threads;21:27:47.338, 30 de jun. de 2023;0,2;0,0;907.542.528;368.504.480;4.207;0;699;696
Cached Threads;21:27:48.338, 30 de jun. de 2023;0,3;0,0;907.542.528;370.200.832;4.207;0;699;696
Cached Threads;21:27:49.338, 30 de jun. de 2023;0,2;0,0;907.542.528;372.745.360;4.207;0;699;696
Cached Threads;21:27:50.338, 30 de jun. de 2023;0,2;0,0;907.542.528;374.441.712;4.207;0;699;696
Cached Threads;21:27:51.338, 30 de jun. de 2023;0,2;0,0;907.542.528;376.986.328;4.207;0;699;696
Cached Threads;21:27:52.338, 30 de jun. de 2023;0,2;0,0;907.542.528;378.693.936;4.207;0;699;696
Cached Threads;21:27:53.338, 30 de jun. de 2023;0,2;0,0;907.542.528;380.390.264;4.207;0;699;696
Cached Threads;21:27:54.339, 30 de jun. de 2023;0,2;0,0;907.542.528;382.979.936;4.207;0;699;696
Cached Threads;21:27:55.339, 30 de jun. de 2023;0,2;0,0;907.542.528;385.440.240;4.207;0;699;696
Cached Threads;21:27:56.339, 30 de jun. de 2023;0,2;0,0;907.542.528;387.136.656;4.207;0;699;696
Cached Threads;21:27:57.339, 30 de jun. de 2023;0,3;0,0;907.542.528;389.681.232;4.207;0;699;696
Cached Threads;21:27:58.339, 30 de jun. de 2023;0,3;0,0;907.542.528;391.377.648;4.207;0;699;696
Cached Threads;21:27:59.339, 30 de jun. de 2023;0,3;0,0;907.542.528;393.923.200;4.207;0;699;696
Cached Threads;21:28:00.339, 30 de jun. de 2023;0,2;0,0;907.542.528;395.630.816;4.207;0;699;696
Cached Threads;21:28:01.340, 30 de jun. de 2023;0,2;0,0;907.542.528;398.091.112;4.207;0;699;696
Cached Threads;21:28:02.340, 30 de jun. de 2023;0,3;0,0;907.542.528;400.635.744;4.207;0;699;696
Cached Threads;21:28:03.340, 30 de jun. de 2023;0,2;0,0;907.542.528;403.096.088;4.207;0;699;696
Cached Threads;21:28:04.340, 30 de jun. de 2023;0,2;0,0;907.542.528;405.556.384;4.207;0;699;696
Cached Threads;21:28:05.340, 30 de jun. de 2023;0,3;0,0;907.542.528;407.252.752;4.207;0;699;696
Cached Threads;21:28:06.341, 30 de jun. de 2023;0,2;0,0;907.542.528;409.724.288;4.207;0;699;696
Cached Threads;21:28:07.341, 30 de jun. de 2023;0,2;0,0;907.542.528;412.184.560;4.207;0;699;696
Cached Threads;21:28:08.341, 30 de jun. de 2023;0,3;0,0;907.542.528;413.033.232;4.207;0;699;696
Cached Threads;21:28:09.341, 30 de jun. de 2023;0,2;0,0;907.542.528;415.655.984;4.207;0;676;673
Cached Threads;21:28:10.341, 30 de jun. de 2023;0,2;0,0;907.542.528;418.262.656;4.207;0;676;673
Cached Threads;21:28:11.342, 30 de jun. de 2023;0,2;0,0;907.542.528;420.722.952;4.207;0;676;673
Cached Threads;21:28:12.342, 30 de jun. de 2023;0,2;0,0;907.542.528;423.205.752;4.207;0;676;673
Cached Threads;21:28:13.342, 30 de jun. de 2023;0,2;0,0;907.542.528;423.205.752;4.207;0;676;673
Cached Threads;21:28:14.342, 30 de jun. de 2023;0,2;0,0;907.542.528;425.666.032;4.207;0;676;673
Cached Threads;21:28:15.342, 30 de jun. de 2023;0,2;0,0;907.542.528;428.126.328;4.207;0;676;673
Cached Threads;21:28:16.343, 30 de jun. de 2023;0,2;0,0;907.542.528;430.586.632;4.207;0;676;673
Cached Threads;21:28:17.343, 30 de jun. de 2023;0,3;0,0;907.542.528;433.046.920;4.207;0;676;673
Cached Threads;21:28:18.343, 30 de jun. de 2023;0,2;0,0;907.542.528;436.356.384;4.207;0;676;673
Cached Threads;21:28:19.343, 30 de jun. de 2023;1,5;0,0;907.542.528;436.356.384;4.207;0;19;16
Cached Threads;21:28:20.343, 30 de jun. de 2023;0,0;0,0;907.542.528;436.356.384;4.207;0;19;16
Cached Threads;21:28:21.344, 30 de jun. de 2023;0,1;0,0;907.542.528;438.816.664;4.207;0;19;16
Cached Threads;21:28:22.344, 30 de jun. de 2023;0,1;0,0;907.542.528;438.816.664;4.207;0;19;16
Cached Threads;21:28:23.344, 30 de jun. de 2023;0,0;0,0;907.542.528;438.816.664;4.207;0;19;16
Cached Threads;21:28:24.344, 30 de jun. de 2023;0,1;0,0;907.542.528;438.816.664;4.207;0;19;16
Cached Threads;21:28:25.344, 30 de jun. de 2023;0,0;0,0;907.542.528;438.816.664;4.207;0;19;16
Cached Threads;21:28:26.345, 30 de jun. de 2023;0,1;0,0;907.542.528;439.664.832;4.207;0;19;16
Cached Threads;21:28:27.345, 30 de jun. de 2023;0,0;0,0;907.542.528;439.664.832;4.207;0;19;16
Cached Threads;21:28:28.345, 30 de jun. de 2023;0,1;0,0;907.542.528;439.664.832;4.207;0;19;16
Cached Threads;21:28:29.345, 30 de jun. de 2023;0,1;0,0;907.542.528;439.664.832;4.207;0;19;16
Cached Threads;21:28:30.345, 30 de jun. de 2023;0,1;0,0;907.542.528;439.763.760;4.207;0;19;16
Cached Threads;21:28:31.346, 30 de jun. de 2023;0,0;0,0;907.542.528;439.763.760;4.207;0;19;16
Cached Threads;21:28:32.346, 30 de jun. de 2023;0,0;0,0;907.542.528;439.763.760;4.207;0;19;16
Cached Threads;21:28:33.346, 30 de jun. de 2023;0,1;0,0;907.542.528;440.612.944;4.207;0;19;16
Cached Threads;21:28:34.346, 30 de jun. de 2023;0,1;0,0;907.542.528;440.612.944;4.207;0;19;16
Cached Threads;21:28:35.346, 30 de jun. de 2023;0,0;0,0;907.542.528;440.612.944;4.207;0;19;16
Cached Threads;21:28:36.347, 30 de jun. de 2023;0,1;0,0;907.542.528;443.598.256;4.207;0;19;16
Cached Threads;21:28:37.347, 30 de jun. de 2023;0,0;0,0;907.542.528;443.598.256;4.207;0;19;16
Cached Threads;21:28:38.347, 30 de jun. de 2023;0,0;0,0;907.542.528;443.598.256;4.207;0;19;16
Cached Threads;21:28:39.348, 30 de jun. de 2023;0,2;0,0;907.542.528;444.446.928;4.207;0;19;16